Title,Release Year,Duration,Director,Actor 1,Actor 2,Genre
Troops,1998,10 min.,Kevin Rubio,Neil Elliott,Susan Hinshaw,Comedy
Nerve,2016,96 min.,"Henry Joost, Ariel Schulman",Dave Franco,Emma Roberts,Psychological Thriller
The Astronaut's Wife,1999,109 min.,Rand Ravich,Johnny Depp,Charlize Theron,Horror
The Snapper,1993,91 min.,Stephen Frears,Colm Meaney,Tina Kellegher,Comedy Drama
Class,1983,98 min.,Lewis John Carlino,Rob Lowe,Jacqueline Bisset,Comedy Drama
Darling Lili,1970,107 min.,Blake Edwards,Julie Andrews,Rock Hudson,Musical
Decision Before Dawn,1951,119 min.,Anatole Litvak,Richard Basehart,Gary Merrill,Action
Mabel's Busy Day,1914,16 min.,Mabel Normand,Charles Chaplin,Mabel Normand,Comedy
The Girl and Her Trust,1912,17 min.,D.W. Griffith,Dorothy Bernard,Wilfred Lucas,Drama
"Wake Up, Ron Burgundy: The Lost Movie",2004,93 min.,Adam McKay,Will Ferrell,Christina Applegate,Comedy
State of Siege,1972,120 min.,Costa-Gavras,Yves Montand,Renato Salvatori,Foreign Language Film
Rear Window,1998,89 min.,Jeff Bleckner,Christopher Reeve,Daryl Hannah,Crime
Tweet Tweet Tweety,1951,7 min.,Friz Freleng,Mel Blanc,,Animation
The Wonderful World of the Brothers Grimm,1962,135 min.,"Henry Levin, George Pal",Laurence Harvey,Karlheinz Böhm,Adventure
"Dance, Girl, Dance",1940,90 min.,Dorothy Arzner,Louis Hayward,Lucille Ball,Comedy Drama
New Police Story,2004,123 min.,Benny Chan,Jackie Chan,Nicholas Tse,Action
The Winslow Boy,1999,104 min.,David Mamet,Nigel Hawthorne,Jeremy Northam,Based-on-Theatre
L'acteur en retard,1908,5 min.,Georges Méliès,,,Short Film
Secret Beyond the Door,1947,99 min.,Fritz Lang,Joan Bennett,Michael Redgrave,Drama
Edge of the City,1957,85 min.,Martin Ritt,John Cassavetes,Sidney Poitier,Drama
Mr. Hurry-Up,1907,7 min.,Unknown,,,Comedy
Return of the Fly,1959,80 min.,Edward Bernds,Vincent Price,Brett Halsey,Body Horror
Drive Angry,2011,104 min.,Patrick Lussier,Nicolas Cage,Amber Heard,Action Thriller
The Carabineers,1963,85 min.,Jean-Luc Godard,Marino Masé,Patrice Moullet,Anti-War Film
The Last Days of Pompeii,1913,88 min.,"Mario Caserini, Eleuterio Rodolfi",Fernanda Negri Pouget,Eugenia Tettoni Fior,Adventure
Rawhide,1951,89 min.,Henry Hathaway,Tyrone Power,Susan Hayward,Adventure
The Rose Tattoo,1955,117 min.,Daniel Mann,Anna Magnani,Burt Lancaster,Based-on-Theatre
The Nutty Professor,1996,95 min.,Tom Shadyac,Eddie Murphy,Jada Pinkett Smith,Comedy
Mother India,1957,172 min.,Mehboob Khan,Nargis,Sunil Dutt,Bollywood
These Three,1936,93 min.,William Wyler,Miriam Hopkins,Merle Oberon,Based-on-Theatre
George Carlin:  Carlin on Campus,1984,58 min.,Steven J. Santos,George Carlin,,Comedy
The House of the Spirits,1993,140 min.,Bille August,Jeremy Irons,Glenn Close,Costume Romance
Carry on Screaming!,1966,97 min.,Gerald Thomas,Harry H. Corbett,Kenneth Williams,Comedy
The Doctor,1991,122 min.,Randa Haines,William Hurt,Christine Lahti,Drama
Conspirators of Pleasure,1996,85 min.,Jan Svankmajer,Petr Meissel,Gabriela Wilhelmová,Absurd Comedy
Short Night of Glass Dolls,1971,92 min.,Aldo Lado,Ingrid Thulin,Jean Sorel,Foreign Language Film
Humanity and Paper Balloons,1937,86 min.,Sadao Yamanaka,Chojuro Kawarasaki,Kan'emon Nakamura,Drama
"Electric Boogaloo: The Wild, Untold Story of Cannon Films!",2014,107 min.,Mark Hartley,Richard Chamberlain,Dolph Lundgren,Documentary
The To Do List,2013,95 min.,Maggie Carey,Aubrey Plaza,Johnny Simmons,Comedy
The Mystery of Picasso,1956,78 min.,Henri-Georges Clouzot,Pablo Picasso,Henri-Georges Clouzot,Biography
Down in the Valley,2005,114 min.,David Jacobson,Edward Norton,Evan Rachel Wood,Drama
The Damned Don't Cry,1950,103 min.,Vincent Sherman,Joan Crawford,David Brian,Crime Drama
Fail Safe,2000,86 min.,Stephen Frears,Walter Cronkite,George Clooney,Drama
"Looney, Looney, Looney Bugs Bunny Movie",1981,79 min.,Friz Freleng,Mel Blanc,June Foray,Animation
Poetic Justice,1993,109 min.,John Singleton,Janet Jackson,Regina King,Drama
The House with Closed Shutters,1910,16 min.,D.W. Griffith,Henry B. Walthall,Grace Henderson,Drama
Hawaiian Vacation,2011,6 min.,Gary Rydstrom,Michael Keaton,Jodi Benson,Comedy
Evangelion 3.0: You Can (Not) Redo,2012,106 min.,"Hideaki Anno, Mahiro Maeda, Masayuki, Kazuya Tsurumaki",Megumi Ogata,Megumi Hayashibara,Action
Dirty Ho,1979,103 min.,Chia-Liang Liu,Chia Hui Liu,Hou Hsiao,Action Comedy
Inside Deep Throat,2005,92 min.,Fenton Bailey,Dennis Hopper,Carl Bernstein,Biography
Best of Enemies,2015,87 min.,"Robert Gordon, Morgan Neville",Gore Vidal,William F. Buckley,Documentary
Jesse James,1939,106 min.,Henry King,Tyrone Power,Henry Fonda,Biopic
Jason X,2001,93 min.,James Isaac,Kane Hodder,Lexa Doig,Action
Knowing,2009,121 min.,Alex Proyas,Nicolas Cage,Chandler Canterbury,Apocalyptic Film
America's Sweethearts,2001,102 min.,Joe Roth,Julia Roberts,Billy Crystal,Comedy
The Vow,2012,104 min.,Michael Sucsy,Rachel McAdams,Channing Tatum,Drama
Shoot the Moon,1982,124 min.,Alan Parker,Albert Finney,Peter Weller,Drama
The Bonfire of the Vanities,1990,125 min.,Brian De Palma,Tom Hanks,Bruce Willis,Black Comedy
Bodies Bodies Bodies,2022,95 min.,Halina Reijn,Amandla Stenberg,Maria Bakalova,Black Comedy
Baby Mama,2008,86 min.,Michael McCullers,Greg Kinnear,Amy Poehler,Comedy
You Kill Me,2007,93 min.,John Dahl,Bill Pullman,Alison Sealy-Smith,Comedy
CQ,2001,88 min.,Roman Coppola,Jeremy Davies,Angela Lindvall,Comedy
Magnificent Butcher,1979,108 min.,Woo-ping Yuen,Sammo Hung,Kwan Tak Hing,Action Comedy
The Hourglass Sanatorium,1973,124 min.,Wojciech Has,Jan Nowicki,Tadeusz Kondrat,Drama
Renaissance,2006,105 min.,Christian Volckman,Daniel Craig,Romola Garai,Animation
Les Mistons,1957,18 min.,François Truffaut,Gérard Blain,Bernadette Lafont,Comedy Drama
The Coward,1915,77 min.,Reginald Barker,Frank Keenan,Charles Ray,Drama
The Beast with Five Fingers,1947,88 min.,Robert Florey,Robert Alda,Andrea King,Horror
Beyond the Darkness,1979,94 min.,Joe D'Amato,Kieran Canter,Cinzia Monreale,Exploitation Film
Step Up 2: The Streets,2008,98 min.,Jon M. Chu,Robert Hoffman,Briana Evigan,Dance Film
The Scarlet Claw,1944,74 min.,Roy William Neill,Paul Cavanagh,Basil Rathbone,Crime
71 Fragments of a Chronology of Chance,1994,96 min.,Michael Haneke,Gabriel Cosmin Urdes,Lukas Miko,Avant-garde / Experimental
Oldboy,2013,104 min.,Spike Lee,Josh Brolin,Elizabeth Olsen,Based-on-Comics
Ali Baba and the Forty Thieves,1902,10 min.,Ferdinand Zecca,,,Adventure
Hostel,2005,94 min.,Eli Roth,Jay Hernandez,Eythor Gudjonsson,Escape Film
The Mummy's Tomb,1942,60 min.,Harold Young,Dick Foran,John Hubbard,Adventure
Box of Moonlight,1997,112 min.,Tom DiCillo,John Turturro,Catherine Keener,Black Comedy
Madadayo,1993,134 min.,Akira Kurosawa,Tatsuo Matsumura,Kyoko Kagawa,Drama
This Property Is Condemned,1966,110 min.,Sydney Pollack,Natalie Wood,Robert Redford,Romance
Star Wars: The Clone Wars,2008,98 min.,Dave Filoni,Samuel L. Jackson,Christopher Lee,Action
Les cousins,1959,112 min.,Claude Chabrol,Gérard Blain,Jean-Claude Brialy,Drama
Bridge to Terabithia,1985,60 min.,Eric Till,Annette O'Toole,Julian Coutts,Adventure
The Swimming Pool,1969,120 min.,Jacques Deray,Alain Delon,Romy Schneider,Crime Drama
"Adieu, Galaxy Express 999",1981,126 min.,Rintaro,Kathleen Barr,John Novak,Animation
Don't Say a Word,2001,113 min.,Gary Fleder,Sean Bean,Michael Douglas,Psychological Thriller
The Lost Daughter,2021,121 min.,Maggie Gyllenhaal,Olivia Colman,Dakota Johnson,Based-on-21st-Century-Literature
A Modern Musketeer,1917,68 min.,Allan Dwan,Douglas Fairbanks,Marjorie Daw,Adventure
Legal Eagles,1986,116 min.,Ivan Reitman,Debra Winger,Daryl Hannah,Comedy
Beverly Hills Ninja,1997,88 min.,Dennis Dugan,Nicollette Sheridan,Robin Shou,Action
The Invisible Ray,1936,80 min.,Lambert Hillyer,Boris Karloff,Bela Lugosi,Horror
"Black Mama, White Mama",1973,87 min.,Eddie Romero,Pam Grier,Margaret Markov,Action
Bird Box,2018,124 min.,Susanne Bier,Sandra Bullock,Trevante Rhodes,Dystopian Film
The Beast Within,1982,98 min.,Philippe Mora,Ronny Cox,Bibi Besch,Horror
Dragon Ball Z: Dead Zone,1989,50 min.,Daisuke Nishio,Peter Kelamis,Saffron Henderson,Action
Martha,1974,116 min.,Rainer Werner Fassbinder,Margit Carstensen,Karlheinz Böhm,Drama
The End of St. Petersburg,1927,80 min.,"Vsevolod Pudovkin, Mikhail Doller",Vera Baranovskaya,Aleksandr Chistyakov,Drama
Regen,1929,12 min.,"Mannus Franken, Joris Ivens",,,Avant-garde / Experimental
Wild and Woolly,1917,72 min.,John Emerson,Douglas Fairbanks,Eileen Percy,Comedy Western
Coyote Ugly,2000,100 min.,David McNally,Adam Garcia,Maria Bello,Comedy Drama
Once Upon a Honeymoon,1942,117 min.,Leo McCarey,Cary Grant,Ginger Rogers,Adventure
What Price Hollywood?,1932,88 min.,George Cukor,Constance Bennett,Lowell Sherman,Drama
The Heart of the World,2000,6 min.,Guy Maddin,Leslie Bais,Caelum Vatnsdal,Avant-garde / Experimental
Escape 2000,1982,93 min.,Brian Trenchard-Smith,Steve Railsback,Olivia Hussey,Action Thriller
The Horror of Frankenstein,1970,95 min.,Jimmy Sangster,Ralph Bates,Kate O'Mara,Costume Horror
Red Angel,1966,95 min.,Yasuzô Masumura,Ayako Wakao,Shinsuke Ashida,Drama
David Holzman's Diary,1967,74 min.,Jim McBride,L.M. Kit Carson,Eileen Dietz,Avant-garde / Experimental
Draftee Daffy,1945,7 min.,Robert Clampett,Mel Blanc,,Animation
Unsane,2018,98 min.,Steven Soderbergh,Claire Foy,Joshua Leonard,Horror
Eyewitness,1981,103 min.,Peter Yates,William Hurt,Sigourney Weaver,Crime Thriller
Man of a Thousand Faces,1957,122 min.,Joseph Pevney,James Cagney,Jane Greer,Based-on-a-True-Story
I Drink Your Blood,1970,90 min.,David E. Durston,Bhaskar Roy Chowdhury,Jadine Wong,Exploitation Film
Feast,2014,6 min.,Patrick Osborne,Ben Bledsoe,Stewart Levine,Animation
Eight Below,2006,120 min.,Frank Marshall,Paul Walker,Bruce Greenwood,Adventure Drama
The Lost Honor of Katharina Blum,1975,106 min.,"Volker Schlöndorff, Margarethe von Trotta",Angela Winkler,Mario Adorf,Drama
Legend of the Lost,1957,109 min.,Henry Hathaway,John Wayne,Sonia Moser,Adventure Drama
Brothers,2004,117 min.,Susanne Bier,Connie Nielsen,Ulrich Thomsen,Drama
The Bedford Incident,1965,102 min.,James B. Harris,Richard Widmark,Sidney Poitier,Thriller
Don't Look Now: We're Being Shot At,1966,132 min.,Gérard Oury,Bourvil,Louis de Funès,Adventure
Valerian and the City of a Thousand Planets,2017,129 min.,Luc Besson,Dane DeHaan,Cara Delevingne,Action
Lady Killer,1933,76 min.,Roy Del Ruth,Margaret Lindsay,James Cagney,Comedy
The Mothering Heart,1913,23 min.,D.W. Griffith,Lillian Gish,Walter Miller,Drama
The Big Shave,1968,6 min.,Martin Scorsese,Peter Bernuth,,Avant-garde / Experimental
Colombiana,2011,107 min.,Olivier Megaton,Zoe Saldana,Amandla Stenberg,Action
Jack and the Beanstalk,1902,10 min.,"George S. Fleming, Edwin S. Porter",Thomas White,,Fairy Tales and Legends
Robin and the 7 Hoods,1964,123 min.,Gordon Douglas,Frank Sinatra,Dean Martin,Comedy
Torture Garden,1967,93 min.,Freddie Francis,Jack Palance,Burgess Meredith,Anthology Film
Dickson Experimental Sound Film,1894,1 min.,William K.L. Dickson,William K.L. Dickson,,Short Film
Louis C.K.: Shameless,2007,57 min.,Steven J. Santos,Louis C.K.,,Comedy
The White Buffalo,1977,97 min.,J. Lee Thompson,Charles Bronson,Jack Warden,Based-on-20th-Century-Literature
Querelle,1982,108 min.,Rainer Werner Fassbinder,Franco Nero,Hanno Pöschl,Drama
The Gods Must Be Crazy II,1989,98 min.,Jamie Uys,N!xau,Lena Farugia,Adventure Comedy
Ouija: Origin of Evil,2016,99 min.,Mike Flanagan,Elizabeth Reaser,Annalise Basso,Horror
Blood of the Beasts,1949,20 min.,Georges Franju,Georges Hubert,Nicole Ladmiral,Culture and Society
Robots,2005,91 min.,"Chris Wedge, Carlos Saldanha",Ewan McGregor,Halle Berry,Adventure
The Fighting Kentuckian,1949,100 min.,George Waggner,John Wayne,Vera Ralston,Adventure
The Machine Girl,2008,96 min.,Noboru Iguchi,Minase Yashiro,Asami,Action
Silent Light,2007,145 min.,Carlos Reygadas,Cornelio Wall,Maria Pankratz,Drama
The Gang's All Here,1943,103 min.,Busby Berkeley,Edward Everett Horton,Charlotte Greenwood,Comedy
The Wonderful Wizard of Oz,1910,13 min.,Otis Turner,Bebe Daniels,Hobart Bosworth,Adventure
The Prophetess of Thebes,1907,2 min.,Georges Méliès,,,Short Film
The Scarlet Pimpernel,1982,142 min.,Clive Donner,Anthony Andrews,Jane Seymour,Action
"Tchin-Chao, the Chinese Conjuror",1904,3 min.,Georges Méliès,Georges Melies,,Avant-garde / Experimental
Patrick,1978,96 min.,Richard Franklin,Susan Penhaligon,Robert Helpmann,Australian New Wave
Cartel Land,2015,98 min.,Matthew Heineman,,,Documentary
A Blade in the Dark,1983,110 min.,Lamberto Bava,Andrea Occhipinti,Anny Papa,Crime
The Starfish,1928,17 min.,Man Ray,Alice Prin,André de la Rivière,Avant-garde / Experimental
The Mother and the Law,1919,95 min.,D.W. Griffith,Mae Marsh,Robert Harron,Drama
Suburbia,1983,94 min.,Penelope Spheeris,Chris Pedersen,Bill Coyne,Drama
The Good Time Girls,1960,100 min.,Claude Chabrol,Clotilde Joano,Bernadette Lafont,Drama
Hellfighters,1968,121 min.,Andrew V. McLaglen,John Wayne,Vera Miles,Action
Little Nikita,1988,98 min.,Richard Benjamin,Sidney Poitier,River Phoenix,Action Thriller
Chronicle of a Summer,1961,85 min.,"Edgar Morin, Jean Rouch",,,Culture and Society
The Story of Us,1999,95 min.,Rob Reiner,Bruce Willis,Michelle Pfeiffer,Comedy Drama
Wackiki Wabbit,1943,7 min.,Chuck Jones,,,Animation
Girl on the Bridge,1999,90 min.,Patrice Leconte,Vanessa Paradis,Daniel Auteuil,Comedy Drama
Saint Jack,1979,112 min.,Peter Bogdanovich,Ben Gazzara,Denholm Elliott,Drama
The Barbary Coast,1935,91 min.,"Howard Hawks, William Wyler",Miriam Hopkins,Joel McCrea,Action
The End of the World,1916,77 min.,August Blom,,,Apocalyptic Film
Throw of the Dice,1929,74 min.,Franz Osten,Seeta Devi,Himansu Rai,Drama
Poison Ivy,1992,88 min.,Katt Shea,Drew Barrymore,Sara Gilbert,Drama
Haunted Honeymoon,1986,82 min.,Gene Wilder,Gene Wilder,Gilda Radner,Comedy
Toni,1935,90 min.,Jean Renoir,Charles Blavette,Celia Montalván,Crime Drama
Man on a Ledge,2012,102 min.,Asger Leth,Elizabeth Banks,Sam Worthington,Caper
The Pirate Movie,1982,98 min.,Ken Annakin,Christopher Atkins,Bill Kerr,Adventure
Beats Rhymes & Life: The Travels of a Tribe Called Quest,2011,95 min.,Michael Rapaport,Q-Tip,Phife Dawg,Biography
Mister Lonely,2007,112 min.,Harmony Korine,Diego Luna,Samantha Morton,Avant-garde / Experimental
First Men in the Moon,1964,103 min.,Nathan Juran,Edward Judd,Martha Hyer,Adventure
One True Thing,1998,127 min.,Carl Franklin,Meryl Streep,William Hurt,Drama
Winter Kills,1979,97 min.,William Richert,Jeff Bridges,John Huston,Mystery
They Won't Believe Me,1947,95 min.,Irving Pichel,Susan Hayward,Robert Young,Crime Drama
In a Glass Cage,1987,110 min.,Agustí Villaronga,Günter Meisner,David Sust,Foreign Language Film
Dementia 13,1963,75 min.,Francis Ford Coppola,Mary Mitchel,Bart Patton,Gothic Film
Cimarron,1960,147 min.,Anthony Mann,Maria Schell,Arthur O'Connell,Traditional Western
The Kid with the Golden Arm,1979,86 min.,Cheh Chang,Chien Sun,Meng Lo,Action
The T.A.M.I. Show,1964,123 min.,Steve Binder,,,Concert Film
Wild Bill,1995,98 min.,Walter Hill,Jeff Bridges,John Hurt,Based-on-a-True-Story
The Mean Season,1985,103 min.,Phillip Borsos,Mariel Hemingway,Richard Masur,Crime Thriller
The Deadly Spawn,1983,78 min.,Douglas McKeown,Charles George Hildebrandt,Tom DeFranco,Alien Invasion Films
Cowards Bend the Knee,2003,60 min.,Guy Maddin,Louis Negin,Darcy Fehr,Avant-garde / Experimental
The Pit and the Pendulum,1964,37 min.,Alexandre Astruc,Maurice Ronet,,Based-on-19th-Century-Literature
Mute Witness,1995,95 min.,Anthony Waller,Evan Richards,Igor Volkov,Psychological Thriller
Collateral Damage,2002,108 min.,Andrew Davis,Francesca Neri,Cliff Curtis,Action
Cash on Demand,1961,66 min.,Quentin Lawrence,Norman Bird,Vera Cook,Crime
The Miseducation of Cameron Post,2018,91 min.,Desiree Akhavan,Chloë Grace Moretz,Steven Hauck,Based-on-21st-Century-Literature
Snow White,1916,63 min.,J. Searle Dawley,Marguerite Clark,Creighton Hale,Based-on-19th-Century-Literature
Ben Hur,1907,15 min.,"Sidney Olcott, Frank Oakes Rose",Herman Rottger,William S. Hart,Based-on-19th-Century-Literature
Employees' Entrance,1933,75 min.,Roy Del Ruth,Warren William,Loretta Young,Comedy Drama
Beyond the Rocks,1922,80 min.,Sam Wood,Rudolph Valentino,Gloria Swanson,Drama
The Thief and the Cobbler,1993,72 min.,Richard Williams,Toni Collette,Eric Bogosian,Animation
Get Over It,2001,87 min.,Tommy O'Haver,Kirsten Dunst,Ben Foster,Comedy
Caligula,1979,156 min.,"Tinto Brass, Bob Guccione, Giancarlo Lui",Malcolm McDowell,John Gielgud,Based-on-a-True-Story
Basket Case 2,1990,90 min.,Frank Henenlotter,Kevin Van Hentenryck,Judy Grafe,Black Comedy
A Home at the End of the World,2004,97 min.,Michael Mayer,Robin Wright,Sissy Spacek,Drama
Emanuelle and the Last Cannibals,1977,92 min.,Joe D'Amato,Laura Gemser,Gabriele Tinti,Cannibal Film
Italianamerican,1974,49 min.,Martin Scorsese,Catherine Scorsese,Charles Scorsese,Biography
The Hand,1981,104 min.,Oliver Stone,Michael Caine,Andrea Marcovicci,Based-on-20th-Century-Literature
A Busy Day,1914,6 min.,Mack Sennett,Charles Chaplin,Mack Swain,Comedy
Cannonball Run II,1984,108 min.,Hal Needham,Shirley MacLaine,Dean Martin,Action Comedy
House of Cards,1990,205 min.,Paul Seed,Ian Richardson,Susannah Harker,Drama
From the Life of the Marionettes,1980,104 min.,Ingmar Bergman,Robert Atzorn,Christine Buchegger,Crime Drama
Dragon Ball Z: The World's Strongest,1990,61 min.,Daisuke Nishio,Peter Kelamis,Saffron Henderson,Action
White Palace,1990,103 min.,Luis Mandoki,James Spader,Jason Alexander,Romance
The Fourth Protocol,1987,119 min.,John Mackenzie,Joanna Cassidy,Michael Caine,Action Thriller
Jason Goes to Hell: The Final Friday,1993,91 min.,Adam Marcus,John D. LeMay,Kari Keegan,Body Horror
Summer Lovers,1982,98 min.,Randal Kleiser,Daryl Hannah,Hans Van Tongeren,Romance
This Land Is Mine,1943,103 min.,Jean Renoir,George Sanders,Walter Slezak,Drama
The Manicure Lady,1911,11 min.,Mack Sennett,Mack Sennett,,Comedy
Dark of the Sun,1968,100 min.,Jack Cardiff,Rod Taylor,Yvette Mimieux,Action
The Rite,1969,72 min.,Ingmar Bergman,Ingrid Thulin,Anders Ek,Drama
The 300 Spartans,1962,114 min.,Rudolph Maté,Richard Egan,Diane Baker,Epic
The Matchmaker,1997,97 min.,Mark Joffe,Milo O'Shea,Jay O. Sanders,Comedy
From Hand to Mouth,1919,22 min.,"Alfred J. Goulding, Hal Roach",Harold Lloyd,Mildred Davis,Action
Spy Kids,2001,88 min.,Robert Rodriguez,Antonio Banderas,Daryl Sabara,Adventure
Black Angel,1946,81 min.,Roy William Neill,Dan Duryea,June Vincent,Crime Drama
Beggars of Life,1928,100 min.,William A. Wellman,Wallace Beery,Louise Brooks,Adventure
Drug War,2012,105 min.,Johnnie To,Louis Koo,Sun Honglei,Action Thriller
Stick It,2006,103 min.,Jessica Bendinger,Missy Peregrym,Vanessa Lengies,Comedy
The Man Who Sleeps,1974,93 min.,Bernard Queysanne,Jacques Spiesser,Ludmila Mikael,Drama
Saturn 3,1980,88 min.,Stanley Donen,Farrah Fawcett,Kirk Douglas,Adventure
The Fastest Gun Alive,1956,89 min.,Russell Rouse,Glenn Ford,Jeanne Crain,Traditional Western
Control Room,2004,84 min.,Jehane Noujaim,Hassan Ibrahim,Deema Khatib,Culture and Society
Zindagi Na Milegi Dobara,2011,153 min.,Zoya Akhtar,Abhay Deol,Kalki Koechlin,Adventure
The Devil and the Statue,1901,2 min.,Georges Méliès,,,Fantasy
Going Places,1974,117 min.,Bertrand Blier,Gérard Depardieu,Patrick Dewaere,Black Comedy
Friends With Money,2006,88 min.,Nicole Holofcener,Joan Cusack,Catherine Keener,Comedy Drama
Action in the North Atlantic,1943,126 min.,Lloyd Bacon,Humphrey Bogart,Raymond Massey,Combat Films
The Devil's Envoys,1942,120 min.,Marcel Carné,Arletty,Marie Déa,Drama
The Prisoner of Second Avenue,1975,98 min.,Melvin Frank,Jack Lemmon,Anne Bancroft,Comedy
Bedevilled,2010,115 min.,Chul-soo Jang,Seo Young-hee,Ji Sung-won,Foreign Language Film
The Boys in Company C,1978,125 min.,Sidney J. Furie,Andrew Stevens,James Canning,Combat Films
Viva Maria!,1965,119 min.,Louis Malle,Jeanne Moreau,Claudio Brook,Adventure
Island of Terror,1966,89 min.,Terence Fisher,Peter Cushing,Edward Judd,Horror
High and Dizzy,1920,26 min.,Hal Roach,Harold Lloyd,Roy Brooks,Comedy
Safe,2012,94 min.,Boaz Yakin,Jason Statham,Catherine Chan,Action
Big Top Bunny,1951,7 min.,Robert McKimson,,,Animation
Diary of a Madman,1963,96 min.,Reginald Le Borg,Vincent Price,Nancy Kovack,Based-on-19th-Century-Literature
Balto,1995,78 min.,Simon Wells,Kevin Bacon,Bob Hoskins,Adventure
"Larceny, Inc.",1942,95 min.,Lloyd Bacon,Edward G. Robinson,Jane Wyman,Caper
